Artist Name,Artist URI,Song Name,Song URI,Popularity Score,Playlist Add Date,Tuple Label Artist Name URI,Label Album,Record Label,Tuple Followers Artist Name URI,Artist Followers,Album Name,Album URI,Playlist Name,Playlist URI,Playlist Length,Playlist Followers,Playlist Song Index,Last Refresh,Artist Daily Tracks,Label Daily Tracks,Song Daily Tracks
Circuit Rider Music,3Et8YPXNSHCS54UK1Z0v6D,I Will Praise - Live,4kRQkVwM5hGMvNxFJUAr8K,46,2021-06-18T04:17:00Z,"('Circuit Rider Music', '3Et8YPXNSHCS54UK1Z0v6D')",I Will Praise (Live),Circuit Rider Music,"('Circuit Rider Music', '3Et8YPXNSHCS54UK1Z0v6D')",6632,I Will Praise (Live),3I2QnM5VdszAbAkcejqmoI,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,56,6/29/2021,6,6,3
Elevation Worship,3YCKuqpv9nCsIhJ2v8SMix,See A Victory,0DGj6oe5fsk822qAJCwDji,0,2021-06-18T04:17:00Z,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",At Midnight - EP,Elevation Worship Records,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",1250065,At Midnight - EP,0TBqCB0ewjzi2eYmCJuFpq,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,57,6/29/2021,75,74,6
The Well Music,5hsV0doq7qtCnN3GxAtRjR,Jesus You Alone - Live,3j2Kq2L2oTa5qmrtYnpbeX,42,2021-06-18T04:17:00Z,"('The Well Music', '5hsV0doq7qtCnN3GxAtRjR')",Jesus You Alone (Live),CLG Distribution,"('The Well Music', '5hsV0doq7qtCnN3GxAtRjR')",439,Jesus You Alone (Live),7aAvbIts1nYFkRhPkN5jHG,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,58,6/29/2021,1,4,1
Housefires,6egyCFgiJ1j941PaxKoWJD,Lift You High - Live,3ELCtsbyvjmcI47ZfT9dC8,0,2021-06-18T04:17:00Z,"('Housefires', '6egyCFgiJ1j941PaxKoWJD')",Housefires + Friends (Live),Housefires Music,"('Housefires', '6egyCFgiJ1j941PaxKoWJD')",219360,Housefires + Friends (Live),6p1eXhdnH7SPdvWroZ5MdT,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,59,6/29/2021,17,13,4
Brandon Lake,1bdnGJxkbIIys5Jhk1T74v,Just Like Heaven - Live,6rDTDkhVkNs593YfQHdXPN,49,2021-06-18T04:17:00Z,"('Brandon Lake', '1bdnGJxkbIIys5Jhk1T74v')",House Of Miracles (Live),Bethel Music,"('Brandon Lake', '1bdnGJxkbIIys5Jhk1T74v')",63863,House Of Miracles (Live),17fDsLWssfoHLMcMLMF52K,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,60,6/29/2021,9,128,1
ICF Worship,0uw5aNQFG4WgdsqkElEHrW,Our Father - Live,5eaxQpwigjy9aZzKDILVul,45,2021-06-18T04:17:00Z,"('ICF Worship', '0uw5aNQFG4WgdsqkElEHrW')",Our Father (Live),Integrity Music,"('ICF Worship', '0uw5aNQFG4WgdsqkElEHrW')",21484,Our Father (Live),6KVdTXO70Eegz6FTmXqmfS,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,61,6/29/2021,4,139,2
Bethel Music,26T4yOaOoFJvUvxR87Y9HO,God of Revival - Live,1bVwXNjU0AFn1nI2U6RPQG,0,2021-06-18T04:17:00Z,"('Bethel Music', '26T4yOaOoFJvUvxR87Y9HO')",God of Revival (Live),Bethel Music,"('Bethel Music', '26T4yOaOoFJvUvxR87Y9HO')",1141461,God of Revival (Live),7JBam3GFfmmRhIxOSeUGAG,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,62,6/29/2021,50,128,4
Mack Brock,5yCOPpDHEQxwSJJL2LAqLj,Come Now - Live,01R89yODyd5HdjiEKA0TKg,49,2021-06-18T04:17:00Z,"('Mack Brock', '5yCOPpDHEQxwSJJL2LAqLj')",SPACE,Sparrow (SPR),"('Mack Brock', '5yCOPpDHEQxwSJJL2LAqLj')",30673,SPACE,7KVDtC0WmoOSK97hXOlJaw,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,63,6/29/2021,25,187,2
Chris McClarney,2Zbb4oqupGY4mmskwlygCp,God Of Miracles - Live,2RwzuFDm2uqTaMMXXSZSw6,55,2021-06-18T04:17:00Z,"('Chris McClarney', '2Zbb4oqupGY4mmskwlygCp')",Everything And Nothing Less (Live),Jesus Culture,"('Chris McClarney', '2Zbb4oqupGY4mmskwlygCp')",45410,Everything And Nothing Less (Live),66663xiz1SATmBnF78aEpA,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,64,6/29/2021,16,72,4
Elevation Worship,3YCKuqpv9nCsIhJ2v8SMix,O Come to the Altar (Live),1lEk3U3MzbDeL5MNHkE9JU,68,2021-06-18T04:17:00Z,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",Here As In Heaven,Essential Worship,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",1250065,Here As In Heaven,6KToyzPBIfHNyB5vWEfjrF,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,65,6/29/2021,75,91,8
All Sons & Daughters,44LPOpECjnIlnwH91wo2ir,Great Are You Lord - Live,4PYOh644yKjYyvyVUHqcof,59,2021-06-18T04:17:00Z,"('All Sons & Daughters', '44LPOpECjnIlnwH91wo2ir')",Live,Integrity Music,"('All Sons & Daughters', '44LPOpECjnIlnwH91wo2ir')",213260,Live,1xFAQGLd2GUNK0Ji9ss9TG,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,66,6/29/2021,3,139,1
Leeland,6j1fmLreVuAay7k6Gudfa2,Better Word - Live,3LVsXYVnnQE9Qmp47qAson,52,2021-06-18T04:17:00Z,"('Leeland', '6j1fmLreVuAay7k6Gudfa2')",Better Word (Live),Integrity Music,"('Leeland', '6j1fmLreVuAay7k6Gudfa2')",236138,Better Word (Live),5PobE1kR95I2qvrKI1rDak,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,67,6/29/2021,11,139,1
Hillsong UNITED,74cb3MG0x0BOnYNW1uXYnM,Whole Heart (Hold Me Now) - Live,54R96NOT7fbYVTv8nyDSeU,48,2021-06-18T04:17:00Z,"('Hillsong UNITED', '74cb3MG0x0BOnYNW1uXYnM')",People (Live),Hillsong (HIL),"('Hillsong UNITED', '74cb3MG0x0BOnYNW1uXYnM')",3028055,People (Live),2YRlXTl0heTfVc5oWmGLsg,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,68,6/29/2021,43,135,6
Phil Wickham,5d1JhBfyb58upMXCZOdbQu,How Great Is Your Love,3lqLz5HJ7JFMcOKMNIH3Uo,44,2021-06-18T04:17:00Z,"('Phil Wickham', '5d1JhBfyb58upMXCZOdbQu')",Living Hope (The House Sessions),Fair Trade Services,"('Phil Wickham', '5d1JhBfyb58upMXCZOdbQu')",455541,Living Hope (The House Sessions),6ErkVAL9VJWPLFZa8AWNrQ,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,69,6/29/2021,35,34,2
Mosaic MSC,4hAridhpYF50cbO6o7jB3b,Tremble - Live,35GACeX8Zl55jp29xFbvvo,63,2021-06-18T04:17:00Z,"('Mosaic MSC', '4hAridhpYF50cbO6o7jB3b')",Glory & Wonder,Essential Worship,"('Mosaic MSC', '4hAridhpYF50cbO6o7jB3b')",148629,Glory & Wonder,3jUPCgNSi7C875PNjsbUTU,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,70,6/29/2021,19,91,6
Jesus Culture,0Onvkz1Nbs4wHXXUwOIGk8,Break Every Chain - Live,3vk0GnIa9jp1B00felbJQE,57,2021-06-18T04:17:00Z,"('Jesus Culture', '0Onvkz1Nbs4wHXXUwOIGk8')",Awakening - Live From Chicago,Jesus Culture,"('Jesus Culture', '0Onvkz1Nbs4wHXXUwOIGk8')",957273,Awakening - Live From Chicago,3Qpvw6jAhDlTvM90o4pbft,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,71,6/29/2021,24,72,3
Hillsong Worship,3SgHzT552wy2W8pNLaLk24,Here I Am To Worship - Live,18Bgya13bGqmHGLRdyaBdu,53,2021-06-18T04:17:00Z,"('Hillsong Worship', '3SgHzT552wy2W8pNLaLk24')",Ultimate Worship: Hillsong (Live),Hillsong (HIL),"('Hillsong Worship', '3SgHzT552wy2W8pNLaLk24')",3078849,Ultimate Worship: Hillsong (Live),1s6FttxkLZGqWKRllRkOsL,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,72,6/29/2021,77,135,3
Housefires,6egyCFgiJ1j941PaxKoWJD,I’ll Give Thanks - Live,5lByt18TqvLtff6XbjqWJT,50,2021-06-18T04:17:00Z,"('Housefires', '6egyCFgiJ1j941PaxKoWJD')",I’ll Give Thanks (Live),Housefires Music,"('Housefires', '6egyCFgiJ1j941PaxKoWJD')",219360,I’ll Give Thanks (Live),1w9L93jzM79UZf4LEaaDKu,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,73,6/29/2021,17,13,1
Bethel Music,26T4yOaOoFJvUvxR87Y9HO,King of My Heart (Live),7mj5fT0Biju5jR41m9ghUl,0,2021-06-18T04:17:00Z,"('Bethel Music', '26T4yOaOoFJvUvxR87Y9HO')",Starlight (Live),Bethel Music,"('Bethel Music', '26T4yOaOoFJvUvxR87Y9HO')",1141461,Starlight (Live),2sjw2PGhdFIHpVbamv41q0,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,74,6/29/2021,50,128,5
Hillsong UNITED,74cb3MG0x0BOnYNW1uXYnM,Good Grace - Live,2pinjgWOCrGz7Yh7kJue1f,47,2021-06-18T04:17:00Z,"('Hillsong UNITED', '74cb3MG0x0BOnYNW1uXYnM')",People (Live),Hillsong (HIL),"('Hillsong UNITED', '74cb3MG0x0BOnYNW1uXYnM')",3028055,People (Live),2YRlXTl0heTfVc5oWmGLsg,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,75,6/29/2021,43,135,4
Elevation Worship,3YCKuqpv9nCsIhJ2v8SMix,Do It Again,1ViXQjEFxF0hVCeOx3jMOJ,45,2021-06-18T04:17:00Z,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",Do It Again - EP,Elevation Worship Records,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",1250065,Do It Again - EP,6EXWsOIhMYWY2kGHbhmERE,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,76,6/29/2021,75,74,8
The Belonging Co,1XnyRY1hSHsZxiIEX8Nzl5,Peace Be Still (feat. Lauren Daigle),6zvSkAEtFZIJD7kVeo5by4,0,2021-06-18T04:17:00Z,"('The Belonging Co', '1XnyRY1hSHsZxiIEX8Nzl5')",All The Earth,TBCO Music,"('The Belonging Co', '1XnyRY1hSHsZxiIEX8Nzl5')",53584,All The Earth,6AmRmySvr449vMyF5Eq7ty,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,77,6/29/2021,38,38,6
Hillsong Worship,3SgHzT552wy2W8pNLaLk24,No One But You - Live,3VReIm51rDARgT7zbNNfTB,45,2021-06-18T04:17:00Z,"('Hillsong Worship', '3SgHzT552wy2W8pNLaLk24')",Awake,Hillsong (HIL),"('Hillsong Worship', '3SgHzT552wy2W8pNLaLk24')",3078849,Awake,6ZPHrDQvgzBcaKtGUMd9rC,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,78,6/29/2021,77,135,1
Bethel Music,26T4yOaOoFJvUvxR87Y9HO,Goodness of God (Live),1gj9poFl2mLKkguqWo5Y1i,65,2021-06-18T04:17:00Z,"('Bethel Music', '26T4yOaOoFJvUvxR87Y9HO')",Victory,Bethel Music,"('Bethel Music', '26T4yOaOoFJvUvxR87Y9HO')",1141461,Victory,6EsmModhcfmKIeCeNQjeDY,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,79,6/29/2021,50,128,5
North Point Worship,1IGGfstLsypGtdI55tT3Z1,O What A Miracle (feat. Kaycee Hines) - Live,6izBr37RWwCh4h8E3OZmYT,45,2021-06-18T04:17:00Z,"('North Point Worship', '1IGGfstLsypGtdI55tT3Z1')",Live From Decatur City,Centricity Music,"('North Point Worship', '1IGGfstLsypGtdI55tT3Z1')",45455,Live From Decatur City,1ID5LBPWWCIe3acP1IH70R,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,80,6/29/2021,13,12,2
UPPERROOM,107CG0UhUl9GJnPwF83N63,To the One (Live),7aJeq9pEDHSxOA1xcRlT9u,51,2021-06-18T04:17:00Z,"('UPPERROOM', '107CG0UhUl9GJnPwF83N63')",To the One,UPPERROOM/The Fuel Music,"('UPPERROOM', '107CG0UhUl9GJnPwF83N63')",134997,To the One,4OhRAM6ypyVkxEqO7wy4xt,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,81,6/29/2021,12,11,2
Hillsong Worship,3SgHzT552wy2W8pNLaLk24,Broken Vessels (Amazing Grace) - Live,2BuhGnXpqMQ8BvOUZpmaVl,58,2021-06-18T04:17:00Z,"('Hillsong Worship', '3SgHzT552wy2W8pNLaLk24')",No Other Name (Deluxe Edition/Live),Hillsong (HIL),"('Hillsong Worship', '3SgHzT552wy2W8pNLaLk24')",3078849,No Other Name (Deluxe Edition/Live),2eWEMqzTy0UbJzzdHel5qP,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,82,6/29/2021,77,135,4
Corey Voss,1eqQW3Oj7MHXK05b8O5RHa,Praise Your Name - Live,7CA9P6XZHtnpw62PTV5ivR,0,2021-06-18T04:17:00Z,"('Corey Voss', '1eqQW3Oj7MHXK05b8O5RHa')",Praise Your Name,Integrity Music,"('Corey Voss', '1eqQW3Oj7MHXK05b8O5RHa')",13546,Praise Your Name,6rsxOjSuzJZW9WfTttSTJJ,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,83,6/29/2021,2,139,1
Elevation Worship,3YCKuqpv9nCsIhJ2v8SMix,Resurrecting (Live),2xWStmXcok1zSyNlrdFtWD,43,2021-06-18T04:17:00Z,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",Resurrecting - EP,Elevation Worship Records,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",1250065,Resurrecting - EP,0Pw8f54MEx8sIYpMYrIQSn,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,84,6/29/2021,75,74,4
Passion,6piIAIurGAryW5h1rqQC16,More Like Jesus - Live,54o7m2sWPTagySKiaPPpT2,50,2021-06-18T04:17:00Z,"('Passion', '6piIAIurGAryW5h1rqQC16')",More Like Jesus (Live),SixSteps (SIX),"('Passion', '6piIAIurGAryW5h1rqQC16')",320504,More Like Jesus (Live),3VeJL4SEP3phMu7x7f0pNC,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,85,6/29/2021,33,69,2
Hillsong Worship,3SgHzT552wy2W8pNLaLk24,O Praise The Name (Anástasis) - Live,0FBm7M8icvVmPWDmyUNCGy,54,2021-06-18T04:17:00Z,"('Hillsong Worship', '3SgHzT552wy2W8pNLaLk24')",OPEN HEAVEN / River Wild (Deluxe/Live),Hillsong (HIL),"('Hillsong Worship', '3SgHzT552wy2W8pNLaLk24')",3078849,OPEN HEAVEN / River Wild (Deluxe/Live),1Rxx6OWDCfOwlyWLtNEUGw,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,86,6/29/2021,77,135,2
Hillsong Worship,3SgHzT552wy2W8pNLaLk24,What A Beautiful Name - Live,1yYUIjT3bZ9RB9vejqYy9f,58,2021-06-18T04:17:00Z,"('Hillsong Worship', '3SgHzT552wy2W8pNLaLk24')",Let There Be Light (Deluxe),Hillsong (HIL),"('Hillsong Worship', '3SgHzT552wy2W8pNLaLk24')",3078849,Let There Be Light (Deluxe),5SuiUBJmzzlOZqj3rogcja,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,87,6/29/2021,77,135,4
Hillsong Worship,3SgHzT552wy2W8pNLaLk24,New Wine - Live,1MX4dx6yNvAH2GjIVsUF4h,52,2021-06-18T04:17:00Z,"('Hillsong Worship', '3SgHzT552wy2W8pNLaLk24')",There Is More (Live),Hillsong (HIL),"('Hillsong Worship', '3SgHzT552wy2W8pNLaLk24')",3078849,There Is More (Live),69o0gRM65PIT2vgZ72XTZm,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,88,6/29/2021,77,135,2
Jesus Culture,0Onvkz1Nbs4wHXXUwOIGk8,Holy Spirit - Live,5Xjcst6Rle74VteHx0zczO,56,2021-06-18T04:17:00Z,"('Jesus Culture', '0Onvkz1Nbs4wHXXUwOIGk8')",Live From New York,Jesus Culture,"('Jesus Culture', '0Onvkz1Nbs4wHXXUwOIGk8')",957273,Live From New York,6td3dp0Q2whXxXpvG8vXvP,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,89,6/29/2021,24,72,3
Hillsong Worship,3SgHzT552wy2W8pNLaLk24,So Will I (100 Billion X) - Live,4sB4BfFmlQeG7tM6GLvN5j,49,2021-06-18T04:17:00Z,"('Hillsong Worship', '3SgHzT552wy2W8pNLaLk24')",So Will I (100 Billion X) [Live],Hillsong (HIL),"('Hillsong Worship', '3SgHzT552wy2W8pNLaLk24')",3078849,So Will I (100 Billion X) [Live],2XVticOLVujwBQjqctOsKK,Best of Live Worship,37i9dQZF1DXdrxKdrXE2Vk,90,780782,90,6/29/2021,77,135,1
The Afters,1Q9nxD19emMUTTWtFi7jZc,I Will Fear No More,7IKh3MlTFsgFOaqKc0z7If,53,2020-08-26T23:57:42Z,"('The Afters', '1Q9nxD19emMUTTWtFi7jZc')",The Beginning & Everything After,Fair Trade/Columbia,"('The Afters', '1Q9nxD19emMUTTWtFi7jZc')",222634,The Beginning & Everything After,30Cu7H7abvkKw8EuWckmG0,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,1,6/29/2021,6,82,3
Pat Barrett,0289SkqAn0iOohwm0pIHv3,Build My Life,2UeOsbOZ3h1QxUX2Jfw42j,59,2020-08-26T23:57:42Z,"('Pat Barrett', '0289SkqAn0iOohwm0pIHv3')",Pat Barrett,Bowyer and Bow,"('Pat Barrett', '0289SkqAn0iOohwm0pIHv3')",48216,Pat Barrett,0aN0xAIaYHQDj63QrgvJJ5,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,2,6/29/2021,30,30,8
Danny Gokey,5Yu3b48Y29bZlI1cLPOZJz,Wanted,3IKsAac2qCd3WRTYUbivqI,54,2020-08-26T23:57:42Z,"('Danny Gokey', '5Yu3b48Y29bZlI1cLPOZJz')",Haven't Seen It Yet,Sparrow (SPR),"('Danny Gokey', '5Yu3b48Y29bZlI1cLPOZJz')",244238,Haven't Seen It Yet,1keC2a4EU43ByCNGktRgB6,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,3,6/29/2021,13,187,2
Jeremy Camp,5wpEBloInversG3zp3CVAk,Keep Me In The Moment - Radio Version,2c87x3mBYuffK4ihylVwAG,61,2020-08-26T23:57:42Z,"('Jeremy Camp', '5wpEBloInversG3zp3CVAk')",Keep Me In The Moment (Radio Version),Sparrow (SPR),"('Jeremy Camp', '5wpEBloInversG3zp3CVAk')",781092,Keep Me In The Moment (Radio Version),3oqTEcAfMzfN861Fearp4G,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,4,6/29/2021,13,187,4
for KING & COUNTRY,3sDbKMebVH2VYcRSl7u1VC,TOGETHER,2Cj5LxM6O2HWQIr9p9h3TH,62,2020-08-26T23:57:42Z,"('for KING & COUNTRY', '3sDbKMebVH2VYcRSl7u1VC')",TOGETHER,Curb | Word,"('for KING & COUNTRY', '3sDbKMebVH2VYcRSl7u1VC')",782378,TOGETHER,7xZZEsGpNn9frngVImQS1z,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,5,6/29/2021,22,63,4
MercyMe,6APm8EjxOHSYM5B4i3vT3q,Almost Home,0BzPKbK1FMlEdH7AxrLdgr,42,2020-08-26T23:57:42Z,"('MercyMe', '6APm8EjxOHSYM5B4i3vT3q')",Almost Home,Fair Trade/Columbia,"('MercyMe', '6APm8EjxOHSYM5B4i3vT3q')",1227616,Almost Home,4rqgmldtQPc2yPZWCrLyiw,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,6,6/29/2021,21,82,4
Michael W. Smith,5aBxFPaaGk9204ssHUvXWN,Waymaker - Radio Version,4tkmm0pdXEZvHscuHWnkqy,60,2020-08-26T23:57:42Z,"('Michael W. Smith', '5aBxFPaaGk9204ssHUvXWN')",Waymaker (Radio Version),Rocketown Records/ The Fuel Music,"('Michael W. Smith', '5aBxFPaaGk9204ssHUvXWN')",366034,Waymaker (Radio Version),33Litf1HszYwgNVwbgdWpk,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,7,6/29/2021,12,5,4
Cory Asbury,2gXmjQIxCO8lMnSncluZaU,The Father's House - Studio,5GDtkgG9T1BDknHHyDtghv,63,2020-08-26T23:57:42Z,"('Cory Asbury', '2gXmjQIxCO8lMnSncluZaU')",The Father's House,Bethel Music,"('Cory Asbury', '2gXmjQIxCO8lMnSncluZaU')",294566,The Father's House,7sEawI0wnDKeXS1cdiXr3M,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,8,6/29/2021,18,128,4
Cody Carnes,7apN8bBgl19E0Ona9pvPq0,Run To The Father,3g7bn09uvp9jkMAW0jXOms,61,2020-08-26T23:57:42Z,"('Cody Carnes', '7apN8bBgl19E0Ona9pvPq0')",Run To The Father,Sparrow (SPR),"('Cody Carnes', '7apN8bBgl19E0Ona9pvPq0')",78031,Run To The Father,7KVFm4XMDDUZy9XgGdWuHv,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,9,6/29/2021,20,187,4
Matthew West,6e8OTLDQpaz1Tl2GEaxsNj,The God Who Stays,0YHWj5wYTjbENOi7cWGSpK,58,2020-08-26T23:57:42Z,"('Matthew West', '6e8OTLDQpaz1Tl2GEaxsNj')",Brand New,Essential Records,"('Matthew West', '6e8OTLDQpaz1Tl2GEaxsNj')",660808,Brand New,6nPwC5S0XRCvhvnsinAOoi,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,10,6/29/2021,13,93,3
Cochren & Co.,50hkKRxo0g8Ck4JqlwoJr4,Church (Take Me Back),3vvao6zCQPVB8EGajtg9dp,55,2020-08-26T23:57:42Z,"('Cochren & Co.', '50hkKRxo0g8Ck4JqlwoJr4')",Church (Take Me Back) / Grave,Gotee Records,"('Cochren & Co.', '50hkKRxo0g8Ck4JqlwoJr4')",15184,Church (Take Me Back) / Grave,0pGJxxpEZ6Vgq9Vd6GNyHE,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,11,6/29/2021,8,62,2
NEEDTOBREATHE,610EjgFatGvVPtib97jQ8G,Who Am I,74KwjCkAAb7eL1CPt86mux,0,2020-08-26T23:57:42Z,"('NEEDTOBREATHE', '610EjgFatGvVPtib97jQ8G')",Who Am I,Elektra (NEK),"('NEEDTOBREATHE', '610EjgFatGvVPtib97jQ8G')",669123,Who Am I,72CV1DFqBoUQL4acaFuN2R,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,12,6/29/2021,23,13,4
Tauren Wells,3SKza3YPBri1k43LB1Tqy4,God's Not Done with You (Single Version),1ukgUa4KECeFM8ta0nwuWq,57,2020-08-26T23:57:42Z,"('Tauren Wells', '3SKza3YPBri1k43LB1Tqy4')",God's Not Done with You,Reunion Records,"('Tauren Wells', '3SKza3YPBri1k43LB1Tqy4')",367519,God's Not Done with You,0nRPLiemiLe0yZlKco6Dtk,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,13,6/29/2021,28,72,1
Lydia Laird,6zuKZ8dwAsS828nS4xyZ9y,Hallelujah Even Here,5fRvZNPLgsUntaKPOLuwc6,52,2020-08-26T23:57:42Z,"('Lydia Laird', '6zuKZ8dwAsS828nS4xyZ9y')",Lydia Laird,Reunion Records,"('Lydia Laird', '6zuKZ8dwAsS828nS4xyZ9y')",5039,Lydia Laird,3erGyrIRfmyAx7bQpiYc8N,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,14,6/29/2021,4,72,2
Mandisa,0YPElKYjOD1sofFCtLdYj3,You Keep Hope Alive,6Q997Jj1Z9yfmJV9248a2o,56,2020-08-26T23:57:42Z,"('Mandisa', '0YPElKYjOD1sofFCtLdYj3')",You Keep Hope Alive,Sparrow (SPR),"('Mandisa', '0YPElKYjOD1sofFCtLdYj3')",322700,You Keep Hope Alive,1YEaHpw2muenEoVqQ4Wblp,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,15,6/29/2021,15,187,4
Ryan Stevenson,1rxhmvc4pue9A2fEXnLT97,Amadeo (Still My God),4RJDOFTpq7AMdRzbfRZsdr,0,2020-08-26T23:57:42Z,"('Ryan Stevenson', '1rxhmvc4pue9A2fEXnLT97')",Amadeo,Gotee Records,"('Ryan Stevenson', '1rxhmvc4pue9A2fEXnLT97')",91139,Amadeo,0QdJhUQd271M0nmglY0S6i,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,16,6/29/2021,10,62,2
Rachel Wammack,5QpNKnsD0biAkM2sHA7OXR,When I Say Amen,72dkOjbNYK7xOstSxUiguh,49,2020-08-26T23:57:42Z,"('Rachel Wammack', '5QpNKnsD0biAkM2sHA7OXR')",When I Say Amen,RCA Records Label Nashville,"('Rachel Wammack', '5QpNKnsD0biAkM2sHA7OXR')",8334,When I Say Amen,1OnvG3dApeM5v61vNW3yUZ,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,17,6/29/2021,2,3,2
Sanctus Real,6QgOGgahvXBHEEzpjbDsOj,Confidence,6sToW2vF0y8ZEXuHoMQob9,57,2020-08-26T23:57:42Z,"('Sanctus Real', '6QgOGgahvXBHEEzpjbDsOj')",Changed,Framework Records,"('Sanctus Real', '6QgOGgahvXBHEEzpjbDsOj')",230609,Changed,1GGV9IZO83uLgRE0VYx0dx,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,18,6/29/2021,12,4,3
Bethel Music,26T4yOaOoFJvUvxR87Y9HO,Raise a Hallelujah (Studio Version),4LnHfZGEitmIVS17wndaUI,60,2020-08-26T23:57:42Z,"('Bethel Music', '26T4yOaOoFJvUvxR87Y9HO')",Raise a Hallelujah (Studio Version),Bethel Music,"('Bethel Music', '26T4yOaOoFJvUvxR87Y9HO')",1141461,Raise a Hallelujah (Studio Version),2lvpEuRkSNanccXya3JLG7,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,19,6/29/2021,50,128,5
Vertical Worship,6N6Sk9XOoHsadAGYR44C2o,Yes I Will,1sF4VadVaVTvp9WTEy79JT,65,2020-08-26T23:57:42Z,"('Vertical Worship', '6N6Sk9XOoHsadAGYR44C2o')",Bright Faith Bold Future,Essential Worship,"('Vertical Worship', '6N6Sk9XOoHsadAGYR44C2o')",178753,Bright Faith Bold Future,4jrX2w9Y3shbQNVhT43jbj,Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,100,448563,20,6/29/2021,15,91,9
