Artist Name,Artist URI,Song Name,Song URI,Popularity Score,Playlist Add Date,Tuple Label Artist Name URI,Label Album,Record Label,Tuple Followers Artist Name URI,Artist Followers,Album Name,Album URI,Playlist Name,Playlist URI,Playlist Length,Playlist Followers,Playlist Song Index,Last Refresh,Artist Daily Tracks,Label Daily Tracks,Song Daily Tracks
People & Songs,0DLoqaxhfWU5litFyzLqn8,This Is My Father's World,4FLpCfvea5IELWT889oa9k,32,2021-04-10T01:45:35Z,"('People & Songs', '0DLoqaxhfWU5litFyzLqn8')",This Is My Father's World,People & Song,"('People & Songs', '0DLoqaxhfWU5litFyzLqn8')",40031,This Is My Father's World,03ox5Kk1wNCRo3UYNhKiBV,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,31,6/29/2021,2,1,2
Ben Rector,4AapPt7H6bGH4i7chTulpI,Note To Self,78ISLT33SRj50WR6nwN0WH,0,2021-04-10T01:45:35Z,"('Ben Rector', '4AapPt7H6bGH4i7chTulpI')",Brand New,"APTLY NAMED RECORDINGS, LLC","('Ben Rector', '4AapPt7H6bGH4i7chTulpI')",286022,Brand New,4E2YvGzYMgr4DizJJ0PQoo,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,32,6/29/2021,4,1,1
Audrey Assad,1GKYNY4rIPnOuTfC0J1IWw,I Shall Not Want,5rgukqlCowrFmIIAF4Cs8u,34,2021-04-10T01:45:35Z,"('Audrey Assad', '1GKYNY4rIPnOuTfC0J1IWw')",Fortunate Fall,Fortunate Fall Records,"('Audrey Assad', '1GKYNY4rIPnOuTfC0J1IWw')",121437,Fortunate Fall,76I8fqOA2ZEoASDzbifCMA,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,33,6/29/2021,12,7,1
Rend Collective,11Y54BxlxC3UIAUkU2eadQ,Counting Every Blessing,7ewrtrIaGOiKh3G0zD5egG,46,2021-04-10T01:45:35Z,"('Rend Collective', '11Y54BxlxC3UIAUkU2eadQ')",Counting Every Blessing,Rend Collective,"('Rend Collective', '11Y54BxlxC3UIAUkU2eadQ')",351106,Counting Every Blessing,77bSJkD7soqec8JBlCV4Xq,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,34,6/29/2021,14,15,3
The Worship Initiative,1bMkQIx4MpNHLxoylvipdQ,How He Loves Us,2dyYBCVgOZTCYe6QvYhSsN,48,2021-04-10T01:45:35Z,"('The Worship Initiative', '1bMkQIx4MpNHLxoylvipdQ')","The Worship Initiative, Vol. 3",WellHouse Records,"('The Worship Initiative', '1bMkQIx4MpNHLxoylvipdQ')",20813,"The Worship Initiative, Vol. 3",2qqe9Y7HEiUE4SKIa9EEgQ,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,35,6/29/2021,14,15,1
Andrew Laparra,63cOTTgz0xL3mMibwp4448,For The Beauty Of The Earth,3VcanlxLngJ4UvZBiqriRL,0,2021-04-10T01:45:35Z,"('Andrew Laparra', '63cOTTgz0xL3mMibwp4448')",Rise Up Dead Men,Andrew Laparra,"('Andrew Laparra', '63cOTTgz0xL3mMibwp4448')",807,Rise Up Dead Men,4z9J9fjvzHJ06FSsdMjohG,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,36,6/29/2021,1,1,1
Kristene Dimarco,0uWNGisbRTdz6E5O3V3Sc8,Doxology,475fggJIgGaM2dgjZrsPnL,35,2021-04-10T01:45:35Z,"('Kristene Dimarco', '0uWNGisbRTdz6E5O3V3Sc8')",Where His Light Was,Bethel Music,"('Kristene Dimarco', '0uWNGisbRTdz6E5O3V3Sc8')",87632,Where His Light Was,1jamkW0fDJFlcF1wyAejsW,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,37,6/29/2021,3,128,1
Phil Wickham,5d1JhBfyb58upMXCZOdbQu,Living Hope,5B58hgrfK6gaN5FxNyUeSJ,54,2021-04-10T01:45:35Z,"('Phil Wickham', '5d1JhBfyb58upMXCZOdbQu')",Living Hope,Fair Trade/Columbia,"('Phil Wickham', '5d1JhBfyb58upMXCZOdbQu')",455541,Living Hope,2ZlyhJR1Y2Ik5cvkw6nx8I,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,38,6/29/2021,35,82,8
Chris Rice,0vD3f3r69jBB1bL6VWnGM2,Great Is Thy Faithfulness,3JfK0CVrKXDwXHYX7lZ6b8,45,2021-04-10T01:45:35Z,"('Chris Rice', '0vD3f3r69jBB1bL6VWnGM2')",Peace Like A River: The Hymns Project,Ino/Columbia,"('Chris Rice', '0vD3f3r69jBB1bL6VWnGM2')",76630,Peace Like A River: The Hymns Project,2y1UXNsN8wA3AhXGeIcgpE,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,39,6/29/2021,7,13,3
Shane & Shane,2LFbgsbEhfilNpQYW7mied,Psalm 34 (Live),6JIBqMgc90xVGcfKkfrJ7P,43,2021-04-10T01:45:35Z,"('Shane & Shane', '2LFbgsbEhfilNpQYW7mied')",Psalms Live,WellHouse Records,"('Shane & Shane', '2LFbgsbEhfilNpQYW7mied')",274843,Psalms Live,3UzKQzSKz9lo1rGBDm7iFv,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,40,6/29/2021,16,15,1
United Pursuit,4YCpRzudpG6AeE0IvCjiGo,Take a Moment (Live) [feat. Will Reagan],3J7vBrecAaQpAf5CpbXpj4,39,2021-04-10T01:45:35Z,"('United Pursuit', '4YCpRzudpG6AeE0IvCjiGo')",Simple Gospel B-Sides,United Pursuit Records,"('United Pursuit', '4YCpRzudpG6AeE0IvCjiGo')",210707,Simple Gospel B-Sides,3HwQXwC4V5Gbhwz8QJ6t80,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,41,6/29/2021,2,9,2
Lauren Daigle,40LHVA5BTQp9RxHOQ9JPYj,Turn Your Eyes Upon Jesus,5KH55BmbdrXCUCVlzwx6YZ,0,2021-04-10T01:45:35Z,"('Lauren Daigle', '40LHVA5BTQp9RxHOQ9JPYj')",Look Up Child,Centricity Music (CEY),"('Lauren Daigle', '40LHVA5BTQp9RxHOQ9JPYj')",1722699,Look Up Child,7dnYwtDQNa3xzaCoekrjL1,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,42,6/29/2021,29,65,4
Keith & Kristyn Getty,0I4Bk2s2BUJyykCwtxx8Xx,My Worth Is Not In What I Own,2P4h4BnBsFxdMbHFr0jCo9,42,2021-04-10T01:45:35Z,"('Keith & Kristyn Getty', '0I4Bk2s2BUJyykCwtxx8Xx')",Facing A Task Unfinished,Getty Music (GTM),"('Keith & Kristyn Getty', '0I4Bk2s2BUJyykCwtxx8Xx')",75384,Facing A Task Unfinished,4iaznzAVvJg550xaOBDKOz,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,43,6/29/2021,9,11,1
Norton Hall Band,7lYCHQLcDqNrJjIgKAEkje,He Will Hold Me Fast,2iPIKdiYSpxaS2MDgHwDQd,37,2021-04-10T01:45:35Z,"('Norton Hall Band', '7lYCHQLcDqNrJjIgKAEkje')","My Hope and Stay: Hymns Project, Vol. II",Norton Hall Band,"('Norton Hall Band', '7lYCHQLcDqNrJjIgKAEkje')",12700,"My Hope and Stay: Hymns Project, Vol. II",5ji5EiVJLACqVSezLxHmZO,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,44,6/29/2021,2,1,2
Anthem Lights,7kwEvDE8e7EBGKh5bLczqQ,Doxology (feat. Selah),7eDggDAqjNLmvPsWR4W4LY,41,2021-04-10T01:45:35Z,"('Anthem Lights', '7kwEvDE8e7EBGKh5bLczqQ')",Hymns,Wavy Records,"('Anthem Lights', '7kwEvDE8e7EBGKh5bLczqQ')",374751,Hymns,55y8iZYeiGKxYCxmWF5Nd4,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,45,6/29/2021,2,2,1
Will Reagan,3P9Tb34QQEWyjm1pYdPfOP,Nothing Without You,5CgLKRSUpqddLIFQHgoby1,51,2021-04-10T01:45:35Z,"('Will Reagan', '3P9Tb34QQEWyjm1pYdPfOP')",Tell All My Friends,United Pursuit Records,"('Will Reagan', '3P9Tb34QQEWyjm1pYdPfOP')",102765,Tell All My Friends,0FCfSIukAiBXKLYFNugmIF,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,46,6/29/2021,6,9,3
Elevation Worship,3YCKuqpv9nCsIhJ2v8SMix,Do it Again (Acoustic),562a45H0hU2BkFcT0KDbse,45,2021-04-10T01:45:35Z,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",There Is a Cloud,Elevation Worship Records,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",1250065,There Is a Cloud,5sbjJuC7SFAkTUCiQ8YbRB,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,47,6/29/2021,75,74,2
Sanctus Real,6QgOGgahvXBHEEzpjbDsOj,My Hope Is in the Lord,5aWMousRRsFOROMVikDtpx,25,2021-04-10T01:45:35Z,"('Sanctus Real', '6QgOGgahvXBHEEzpjbDsOj')",Changed,Framework Records,"('Sanctus Real', '6QgOGgahvXBHEEzpjbDsOj')",230609,Changed,1GGV9IZO83uLgRE0VYx0dx,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,48,6/29/2021,12,4,1
Shane & Shane,2LFbgsbEhfilNpQYW7mied,Psalm 139 (Far Too Wonderful),3MS8o3UWQkGdFmhQ8vrFDP,45,2021-04-10T01:45:35Z,"('Shane & Shane', '2LFbgsbEhfilNpQYW7mied')","Psalms, Vol. 2",WellHouse Records,"('Shane & Shane', '2LFbgsbEhfilNpQYW7mied')",274843,"Psalms, Vol. 2",6pwAGIb6tyzhbsxmEeoTYu,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,49,6/29/2021,16,15,1
Andrew Peterson,1HYNk3B7EsRPIqAOACgjK1,My One Safe Place,6HZscFrTUoroKurbl77u3l,9,2021-04-10T01:45:35Z,"('Andrew Peterson', '1HYNk3B7EsRPIqAOACgjK1')",The Burning Edge Of Dawn,Centricity Music (CEY),"('Andrew Peterson', '1HYNk3B7EsRPIqAOACgjK1')",70952,The Burning Edge Of Dawn,4entt8rqr2zBv3UyyhnTsc,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,50,6/29/2021,6,65,1
Tommee Profitt,73jlPRxT7z5xk29sMqFDjU,You Are My All in All,0rHBitRCioqWavjAomwhOC,0,2021-04-10T01:45:35Z,"('Tommee Profitt', '73jlPRxT7z5xk29sMqFDjU')",Even so Come: A Worship Album,Tommee Profitt & Brooke Griffith,"('Tommee Profitt', '73jlPRxT7z5xk29sMqFDjU')",122447,Even so Come: A Worship Album,4E11bbGHMyq7oq9L1rczq9,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,51,6/29/2021,2,1,1
Ginny Owens,2mVoAGALkIviYCkBDNDKcn,God Is Love (feat. All Sons & Daughters),283BmGxKKhAhUQ1bP61Ve8,26,2021-04-10T01:45:35Z,"('Ginny Owens', '2mVoAGALkIviYCkBDNDKcn')",Love Be the Loudest,"ChickPower Music, LLC","('Ginny Owens', '2mVoAGALkIviYCkBDNDKcn')",23994,Love Be the Loudest,7GsP374qLlU2p3p7jx974W,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,52,6/29/2021,4,1,1
Steffany Gretzinger,2akNRvGNB400IDDUMr1PHW,Cecie’s Lullaby,1VNzpN2QspjP5us4nms4De,0,2021-04-10T01:45:35Z,"('Steffany Gretzinger', '2akNRvGNB400IDDUMr1PHW')",The Undoing,Bethel Music,"('Steffany Gretzinger', '2akNRvGNB400IDDUMr1PHW')",299093,The Undoing,3Fw3TlMk1XiUQlaIBMhNgt,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,53,6/29/2021,13,128,1
Elevation Worship,3YCKuqpv9nCsIhJ2v8SMix,O Come to the Altar (Live),1lEk3U3MzbDeL5MNHkE9JU,68,2021-04-10T01:45:35Z,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",Here As In Heaven,Essential Worship,"('Elevation Worship', '3YCKuqpv9nCsIhJ2v8SMix')",1250065,Here As In Heaven,6KToyzPBIfHNyB5vWEfjrF,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,54,6/29/2021,75,91,8
Kim Walker-Smith,4leTWyczsXYGlzUh8sFGSz,Just Be,65O1Ry1edYOixyVOCXXY7R,53,2021-04-10T01:45:35Z,"('Kim Walker-Smith', '4leTWyczsXYGlzUh8sFGSz')",Just Be,Jesus Culture,"('Kim Walker-Smith', '4leTWyczsXYGlzUh8sFGSz')",318290,Just Be,3HHaO3Bpaf6UEt225M55Us,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,55,6/29/2021,18,72,5
Shane & Shane,2LFbgsbEhfilNpQYW7mied,Give Me Jesus,0RsaQMxAuonHIVM7pjQm6S,40,2021-04-10T01:45:35Z,"('Shane & Shane', '2LFbgsbEhfilNpQYW7mied')","Hymns, Vol. 1",WellHouse Records,"('Shane & Shane', '2LFbgsbEhfilNpQYW7mied')",274843,"Hymns, Vol. 1",2LE9j1hE1bGMiRK4KUdiEF,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,56,6/29/2021,16,15,1
Sovereign Grace Music,6MYKRhEIKscR8qdGlvpk9y,Behold Our God,5wtsUVV88h9jhtF4mOgxNN,49,2021-04-10T01:45:35Z,"('Sovereign Grace Music', '6MYKRhEIKscR8qdGlvpk9y')",Risen,Sovereign Grace Music,"('Sovereign Grace Music', '6MYKRhEIKscR8qdGlvpk9y')",99151,Risen,5g3hGU7hr02kjuEUUiLQLz,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,57,6/29/2021,5,2,1
Anna Golden,3YChYj3gO6EJmFwI79cUSe,How Deep the Father's Love for Us,5yxV7E3ezJA6rF4ICYYSZV,35,2021-04-10T01:45:35Z,"('Anna Golden', '3YChYj3gO6EJmFwI79cUSe')",Take Me There,Anna Golden Music/The Fuel Music,"('Anna Golden', '3YChYj3gO6EJmFwI79cUSe')",9477,Take Me There,0mj1P9XdKwUn2M2sVsIVFe,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,58,6/29/2021,12,1,2
Will Reagan,3P9Tb34QQEWyjm1pYdPfOP,Nothing I Hold on to (Live),2orHAZyBJH5rbojtwPsztm,49,2021-04-10T01:45:35Z,"('Will Reagan', '3P9Tb34QQEWyjm1pYdPfOP')",Live at the Banks House,United Pursuit Records,"('Will Reagan', '3P9Tb34QQEWyjm1pYdPfOP')",102765,Live at the Banks House,06BotF7CerCXpcm5Km2uX7,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,59,6/29/2021,6,9,1
The Sing Team,1laNwx3Sgr12cbdw3UTROn,Satisfied in You (Psalm 42),40jK6rrM6gR5Bju6EuyP2P,0,2021-04-10T01:45:35Z,"('The Sing Team', '1laNwx3Sgr12cbdw3UTROn')",Oh! Great Is Our God!,BEC Recordings,"('The Sing Team', '1laNwx3Sgr12cbdw3UTROn')",22917,Oh! Great Is Our God!,0ADYG6esFFJ0I3vfktmMTE,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,60,6/29/2021,1,49,1
Audrey Assad,1GKYNY4rIPnOuTfC0J1IWw,"Holy, Holy, Holy",7JzvdSrUXSMXll3SISuO1K,45,2021-04-10T01:45:35Z,"('Audrey Assad', '1GKYNY4rIPnOuTfC0J1IWw')",Inheritance,Fortunate Fall Records,"('Audrey Assad', '1GKYNY4rIPnOuTfC0J1IWw')",121437,Inheritance,1SCFaSCDkVrIzHed69fWMH,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,61,6/29/2021,12,7,3
Chelsea Moon & Uncle Daddy,1tULQRiY641qjQerNaGKFT,He's Always Been Faithful,64Q7YZbFlT8IOtnrEEM7JN,31,2021-04-10T01:45:35Z,"('Chelsea Moon & Uncle Daddy', '1tULQRiY641qjQerNaGKFT')","Hymn Project, Vol. 1",MoonPeople Records,"('Chelsea Moon & Uncle Daddy', '1tULQRiY641qjQerNaGKFT')",4428,"Hymn Project, Vol. 1",44hwEGMqCKs1OdTt6bXnBh,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,62,6/29/2021,1,1,1
Matt Papa,7C9hIwTUxeWIJzxK6rGH0d,His Mercy Is More,058tyWQSQ3CrXp1locpRdN,39,2021-04-10T01:45:35Z,"('Matt Papa', '7C9hIwTUxeWIJzxK6rGH0d')",Church Songs,"The Reward International, Inc.","('Matt Papa', '7C9hIwTUxeWIJzxK6rGH0d')",15371,Church Songs,6FLtXL76cqZVn5f0L4vR84,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,63,6/29/2021,1,1,2
Housefires,6egyCFgiJ1j941PaxKoWJD,Build My Life,3BDpn2Vivr1BFhlGsYs5tp,63,2021-04-10T01:45:35Z,"('Housefires', '6egyCFgiJ1j941PaxKoWJD')",Housefires III,Housefires,"('Housefires', '6egyCFgiJ1j941PaxKoWJD')",219360,Housefires III,1Dm5rDVBBeLLjqfzBkuadR,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,64,6/29/2021,17,4,8
The Five Strings,0fhBSxFb3yd0f5iGi3RDFJ,Amazing Grace (feat. Alex Boyé),2lRfykF7mQGwE4sixaxfcJ,32,2021-04-10T01:45:35Z,"('The Five Strings', '0fhBSxFb3yd0f5iGi3RDFJ')",Amazing Grace (feat. Alex Boyé),The Five Strings,"('The Five Strings', '0fhBSxFb3yd0f5iGi3RDFJ')",2222,Amazing Grace (feat. Alex Boyé),2QYl1hk8SMThjPmF75qNK4,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,65,6/29/2021,1,1,1
Jadon Lavik,4LIG4IMVuzGJjAhMxXtll1,I Have Decided To Follow Jesus,6briCXTsGwU0Mfx87T5LXm,42,2021-04-10T01:45:35Z,"('Jadon Lavik', '4LIG4IMVuzGJjAhMxXtll1')",I Have Decided To Follow Jesus - Single,JLM Recordings,"('Jadon Lavik', '4LIG4IMVuzGJjAhMxXtll1')",27643,I Have Decided To Follow Jesus - Single,71401Xfgja31gy4HIlOQwK,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,66,6/29/2021,2,2,1
Shane & Shane,2LFbgsbEhfilNpQYW7mied,He Will Hold Me Fast,1Mp90z16Mneiqthtf7fOf9,45,2021-04-10T01:45:35Z,"('Shane & Shane', '2LFbgsbEhfilNpQYW7mied')","Hymns, Vol. 1",WellHouse Records,"('Shane & Shane', '2LFbgsbEhfilNpQYW7mied')",274843,"Hymns, Vol. 1",2LE9j1hE1bGMiRK4KUdiEF,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,67,6/29/2021,16,15,2
Tauren Wells,3SKza3YPBri1k43LB1Tqy4,Hills and Valleys (The Valleys Version),398Dfg7EisARPcvixgrtuI,61,2021-04-10T01:45:35Z,"('Tauren Wells', '3SKza3YPBri1k43LB1Tqy4')",Hills and Valleys (Deluxe Edition),Reunion Records,"('Tauren Wells', '3SKza3YPBri1k43LB1Tqy4')",367519,Hills and Valleys (Deluxe Edition),30BOQ9C4YXbORhmIpvMrVw,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,68,6/29/2021,28,72,4
The Lower Lights,44FVyueHCLAMyJPnvCqqwM,For the Beauty of the Earth,7LBbgWuEg6vTCl1RBJsfe7,30,2021-04-10T01:45:35Z,"('The Lower Lights', '44FVyueHCLAMyJPnvCqqwM')",A Hymn Revival,Groundloop Records,"('The Lower Lights', '44FVyueHCLAMyJPnvCqqwM')",12977,A Hymn Revival,6ILgwUXyeBGpu2lhztluNX,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,69,6/29/2021,2,2,1
Chris Rice,0vD3f3r69jBB1bL6VWnGM2,Come Thou Fount Of Every Blessing,0f9U92JG3vu8BH3PTvxySR,46,2021-04-10T01:45:35Z,"('Chris Rice', '0vD3f3r69jBB1bL6VWnGM2')",Peace Like A River: The Hymns Project,Ino/Columbia,"('Chris Rice', '0vD3f3r69jBB1bL6VWnGM2')",76630,Peace Like A River: The Hymns Project,2y1UXNsN8wA3AhXGeIcgpE,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,70,6/29/2021,7,13,1
Jeremy Riddle,6jZbQXvNtDjnj18yoHMuvi,All Hail King Jesus,670JVxPZMP2iKZKdh3WVXN,0,2021-04-10T01:45:35Z,"('Jeremy Riddle', '6jZbQXvNtDjnj18yoHMuvi')",All Hail King Jesus,Bethel Music,"('Jeremy Riddle', '6jZbQXvNtDjnj18yoHMuvi')",179145,All Hail King Jesus,33G0UbjSX4yWwnETqnjXji,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,71,6/29/2021,4,128,4
Jon Foreman,5D3h9ZoobhetjXw3dKhcaq,"House Of God, Forever",5Ubpu6Eyochmp3kmaVB7AN,0,2021-04-10T01:45:35Z,"('Jon Foreman', '5D3h9ZoobhetjXw3dKhcaq')",Summer,Credential Recordings,"('Jon Foreman', '5D3h9ZoobhetjXw3dKhcaq')",115156,Summer,7fGun1zK6PCspsA07Qtk0y,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,72,6/29/2021,5,3,1
Jadon Lavik,4LIG4IMVuzGJjAhMxXtll1,Be Still My Soul,6pnT1MuK6JLYW9HY5fKxVw,33,2021-04-10T01:45:35Z,"('Jadon Lavik', '4LIG4IMVuzGJjAhMxXtll1')",Roots Run Deeper,JLM Recordings,"('Jadon Lavik', '4LIG4IMVuzGJjAhMxXtll1')",27643,Roots Run Deeper,6Pcu1C4dXMinzA7AoQa83v,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,73,6/29/2021,2,2,1
Aaron Keyes,1hVGwYOmDTYPGeymjvTmeq,And Can It Be (Live),3Z6nm5jGyvKnjNMCD6b1uR,29,2021-04-10T01:45:35Z,"('Aaron Keyes', '1hVGwYOmDTYPGeymjvTmeq')","Through It All, Pt. 1 (Live)","10,000 Fathers","('Aaron Keyes', '1hVGwYOmDTYPGeymjvTmeq')",22879,"Through It All, Pt. 1 (Live)",3M262kr8sfZmkXHqankWGi,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,74,6/29/2021,1,1,1
Shane & Shane,2LFbgsbEhfilNpQYW7mied,Though You Slay Me,2Ujuq5IFtnJJ7b63okoUo6,45,2021-04-10T01:45:35Z,"('Shane & Shane', '2LFbgsbEhfilNpQYW7mied')",Bring Your Nothing,Fair Trade/Columbia,"('Shane & Shane', '2LFbgsbEhfilNpQYW7mied')",274843,Bring Your Nothing,2NsOkopEDusRSAYfXClwBa,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,75,6/29/2021,16,82,1
The Collection,3sva1UjOJOx6cGISZOpItl,Dirt,7pJqpTz3eTq0aJIyoLxamG,33,2021-04-10T01:45:35Z,"('The Collection', '3sva1UjOJOx6cGISZOpItl')",The Collection EP,Independent,"('The Collection', '3sva1UjOJOx6cGISZOpItl')",20584,The Collection EP,7h98jraQkSZKqN3XlvfphI,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,76,6/29/2021,1,9,1
Page CXVI,5TB43hYVZMxI193JCzyQJb,I Love the Lord,39dBTIPkDWYulicumSFMaT,28,2021-04-10T01:45:35Z,"('Page CXVI', '5TB43hYVZMxI193JCzyQJb')",Lent to Maundy Thursday (Remastered),Page CXVI,"('Page CXVI', '5TB43hYVZMxI193JCzyQJb')",39637,Lent to Maundy Thursday (Remastered),2NYpgPQoDpF1UdPsaM1zU2,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,77,6/29/2021,3,2,1
Josh Garrels,16QSVsPKl743hu4U5C18R8,What Wondrous Love Is This (Live from Mayne Island),1zyEnquNOscqlJwO672XJ7,36,2021-04-10T01:45:35Z,"('Josh Garrels', '16QSVsPKl743hu4U5C18R8')",The Sea in Between (Soundtrack),Small Voice,"('Josh Garrels', '16QSVsPKl743hu4U5C18R8')",198577,The Sea in Between (Soundtrack),0Ao2w5SU5pRoHJKrwg2D1Z,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,78,6/29/2021,8,2,1
Sovereign Grace Music,6MYKRhEIKscR8qdGlvpk9y,Sooner Count the Stars,3Eao8XJ5auwZRSIMjL6oHq,34,2021-04-10T01:45:35Z,"('Sovereign Grace Music', '6MYKRhEIKscR8qdGlvpk9y')",Sooner Count the Stars: Worshiping the Triune God,Integrity Music,"('Sovereign Grace Music', '6MYKRhEIKscR8qdGlvpk9y')",99151,Sooner Count the Stars: Worshiping the Triune God,4nnETGFb2jOnogd5TUc4bw,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,79,6/29/2021,5,139,1
Adam Wheatley,1VrytJtdUWHEzLlSUesCtK,How Deep The Father's Love For Us,0HHFjgCLYoc1KUxGaJAWt1,28,2021-04-10T01:45:35Z,"('Adam Wheatley', '1VrytJtdUWHEzLlSUesCtK')","Bring The Morning, Bring the Sun",Adam Wheatley,"('Adam Wheatley', '1VrytJtdUWHEzLlSUesCtK')",622,"Bring The Morning, Bring the Sun",3H29lyi715PnI7cufEoqJu,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,80,6/29/2021,1,1,5
Noah James & The Executives,4A5PRMT58SrQ4IhPLMVRG6,Turn Your Eyes Upon Jesus,3yMbyjwBb3kJyBnA0UXy65,34,2021-04-10T01:45:35Z,"('Noah James', '1KfPdjKbfIqoDnLVWAcXYn')",Hymns EP,Noah James & the Executives,"('Noah James & The Executives', '4A5PRMT58SrQ4IhPLMVRG6')",1823,Hymns EP,2BVLcwRbPBmqxhteoC4U6J,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,81,6/29/2021,1,1,4
Matt Boswell,2cRQc5dlsvrO2lVLCgdugm,Christ the Sure and Steady Anchor,4Pq8VwiL1XA7MfpmDhY7dw,40,2021-04-10T01:45:35Z,"('Matt Boswell', '2cRQc5dlsvrO2lVLCgdugm')","Messenger Hymns, Vol. 2 - EP",Doxology & Theology,"('Matt Boswell', '2cRQc5dlsvrO2lVLCgdugm')",13478,"Messenger Hymns, Vol. 2 - EP",00AuuN8Eba5KnPauBSOT6w,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,82,6/29/2021,4,2,1
Chris Renzema,2hIvOHaLTl9XCyCbNPwYzT,There Came a Light,4qBzmRgakEiYxjLBCFE6Mr,35,2021-04-10T01:45:35Z,"('Chris Renzema', '2hIvOHaLTl9XCyCbNPwYzT')",Age to Age,Moriah Hazeltine & Chris Renzema,"('Chris Renzema', '2hIvOHaLTl9XCyCbNPwYzT')",79973,Age to Age,6d5DkpOtxu5FyXsqJ8aRVj,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,83,6/29/2021,13,2,1
The Worship Initiative,1bMkQIx4MpNHLxoylvipdQ,The Stand,2JwkJmy6oO38biks4DHDfK,39,2021-04-10T01:45:35Z,"('The Worship Initiative', '1bMkQIx4MpNHLxoylvipdQ')","The Worship Initiative, Vol. 8",WellHouse Records,"('The Worship Initiative', '1bMkQIx4MpNHLxoylvipdQ')",20813,"The Worship Initiative, Vol. 8",10mYLdNmVV5zvPO6EVxzPB,Modhymns,37i9dQZF1DX3ZaylsK87YU,100,14776,84,6/29/2021,14,15,1
